Cliente [cód],Venda anual,Últim venda,Família
G LEVIEN [66316],1362.24,2024-11-27 00:00:00,PSeI
G MARTINS [63673],9615.14,2025-08-22 00:00:00,IATD
G T P INDUSTRIA E COMERCIO LTDA [29349],2,2023-10-17 00:00:00,_ASD
G T P INDUSTRIA E COMERCIO LTDA [29349],108,2013-03-22 00:00:00,_CFM
G T P INDUSTRIA E COMERCIO LTDA [29349],288,2020-10-01 00:00:00,_EPI
G T P INDUSTRIA E COMERCIO LTDA [29349],3021,2020-10-15 00:00:00,_OUT
G T P INDUSTRIA E COMERCIO LTDA [29349],657.6,2022-07-29 00:00:00,AUTO
G T P INDUSTRIA E COMERCIO LTDA [29349],8450.8,2018-06-14 00:00:00,ELET
G T P INDUSTRIA E COMERCIO LTDA [29349],555,2016-02-04 00:00:00,FTAQ
G T P INDUSTRIA E COMERCIO LTDA [29349],37323.32,2025-09-08 00:00:00,IATD
G T P INDUSTRIA E COMERCIO LTDA [29349],158,2013-03-05 00:00:00,OUT2
G T P INDUSTRIA E COMERCIO LTDA [29349],598.5,2019-07-25 00:00:00,PAPE
G T P INDUSTRIA E COMERCIO LTDA [29349],1388,2019-04-15 00:00:00,PEL2
G T P INDUSTRIA E COMERCIO LTDA [29349],331,2014-01-10 00:00:00,PSeI
G T P INDUSTRIA E COMERCIO LTDA [29349],180,2014-04-03 00:00:00,TAPT
G. ENNES COMERCIO E LIMPEZA LTDA [67050],320,2025-05-16 00:00:00,SATW
G. FERREIRA LOPES-MOVEIS & DECORACOES ME [54795],55,2019-05-24 00:00:00,_ASD
G. FERREIRA LOPES-MOVEIS & DECORACOES ME [54795],540,2019-05-24 00:00:00,_OUT
G. FERREIRA LOPES-MOVEIS & DECORACOES ME [54795],176,2019-05-24 00:00:00,ELET
G. FERREIRA LOPES-MOVEIS & DECORACOES ME [54795],430,2019-06-18 00:00:00,IATD
G. FERREIRA LOPES-MOVEIS & DECORACOES ME [54795],225.75,2019-06-18 00:00:00,PAPE
G. FERREIRA LOPES-MOVEIS & DECORACOES ME [54795],561.9,2019-06-18 00:00:00,PSeI
G. G. FORNECK-ME [29556],1396.66,2013-03-21 00:00:00,
G. G. FORNECK-ME [29556],66.62,2018-05-24 00:00:00,_CFM
G. G. FORNECK-ME [29556],268,2020-03-19 00:00:00,_EPI
G. G. FORNECK-ME [29556],45.47,2023-06-22 00:00:00,AUTO
G. G. FORNECK-ME [29556],347.90999999999997,2024-06-06 00:00:00,IATD
G. G. FORNECK-ME [29556],235982.86000000002,2024-09-09 00:00:00,PELI
G. G. FORNECK-ME [29556],20.4,2016-07-05 00:00:00,REFL
G.C. DA SILVEIRA COMERCIO DE UTILIDADES DOMESTICAS [62400],1045,2022-10-21 00:00:00,_ASD
G.C. DA SILVEIRA COMERCIO DE UTILIDADES DOMESTICAS [62400],3026,2022-10-21 00:00:00,ELET
G.C. DA SILVEIRA COMERCIO DE UTILIDADES DOMESTICAS [62400],936,2022-10-17 00:00:00,PSeI
G.D.A. COMERCIAL LTDA - EPP [38021],12.96,2013-09-06 00:00:00,PSeI
G.MOREIRA ELETRONICOS LTDA [49366],36136.67,2020-01-24 00:00:00,ELET
G.MOREIRA ELETRONICOS LTDA [49366],1724.8000000000002,2018-05-15 00:00:00,IATD
G2 MED DISTRIBUIDORA LTDA [55850],228,2021-05-17 00:00:00,_OUT
G2 MED DISTRIBUIDORA LTDA [55850],439.02,2021-05-17 00:00:00,PSeI
G3 INOVACAO LTDA [40034],703.9100000000001,2021-06-24 00:00:00,IATD
G3 INOVACAO LTDA [40034],10,2021-06-24 00:00:00,PSeI
GABE & PASTRO IND. E COM. DE EQUIP. ESP. LTDA - ME [49071],350,2017-09-18 00:00:00,_OUT
GABE & PASTRO IND. E COM. DE EQUIP. ESP. LTDA - ME [49071],76.1,2021-04-01 00:00:00,IATD
GABE & PASTRO IND. E COM. DE EQUIP. ESP. LTDA - ME [49071],178.23,2020-08-21 00:00:00,PAPE
GABE & PASTRO IND. E COM. DE EQUIP. ESP. LTDA - ME [49071],56.8,2021-04-01 00:00:00,PSeI
GABRIEL ALVES DE SOUZA [53813],7,2019-01-11 00:00:00,REFL
GABRIEL AYALA MARTINS [47793],20,2018-03-13 00:00:00,
GABRIEL AYALA MARTINS [47793],70,2020-05-05 00:00:00,_ASD
GABRIEL AYALA MARTINS [47793],35,2020-12-17 00:00:00,_EPI
GABRIEL AYALA MARTINS [47793],5,2016-12-08 00:00:00,_EVA
GABRIEL AYALA MARTINS [47793],355.68,2022-04-12 00:00:00,_OUT
GABRIEL AYALA MARTINS [47793],54,2020-06-16 00:00:00,_PVC
GABRIEL AYALA MARTINS [47793],83,2018-05-18 00:00:00,AUTO
GABRIEL AYALA MARTINS [47793],23.5,2018-11-13 00:00:00,FECH
GABRIEL AYALA MARTINS [47793],540,2022-08-25 00:00:00,IATD
GABRIEL AYALA MARTINS [47793],180.17,2020-06-16 00:00:00,PAPE
GABRIEL AYALA MARTINS [47793],649.9,2022-04-12 00:00:00,PSeI
GABRIEL BALTEZAN MAJEWSKI [66938],142.01999999999998,2025-04-23 00:00:00,IATD
GABRIEL BALTEZAN MAJEWSKI [66938],31.46,2025-04-23 00:00:00,PSeI
GABRIEL BITELLO PEREIRA [40055],348,2019-04-23 00:00:00,_ASD
GABRIEL BORELI VIDRACARIA [61208],135.65,2023-10-16 00:00:00,PSeI
GABRIEL BORGES DOS SANTOS [61453],60.4,2022-03-31 00:00:00,_PVC
GABRIEL BORGES DOS SANTOS [61453],12.4,2022-03-31 00:00:00,ELET
GABRIEL BORGES DOS SANTOS [61453],44.9,2022-03-31 00:00:00,IATD
GABRIEL BRITTO DA POIAN [48615],104,2016-11-28 00:00:00,AUTO
GABRIEL CASTILHOS DOS REIS [40738],40,2014-05-30 00:00:00,AUTO
GABRIEL DA SILVA BALZ 01742487092  [53777],108,2018-12-20 00:00:00,IATD
GABRIEL DE MORAES BRITTO  [60707],1056,2021-10-22 00:00:00,SATW
GABRIEL DE OLIVEIRA DANIEL [37639],18,2013-08-06 00:00:00,_ASD
GABRIEL GERALDO MONTE SILVA [57519],4.6,2020-07-01 00:00:00,PSeI
GABRIEL GONZALEZ DE OLIVEIRA [47986],124.25,2016-09-06 00:00:00,PAPE
GABRIEL KELLERMANN [63970],48,2023-07-25 00:00:00,IATD
GABRIEL KOAKOWSKI JUNIOR [47877],66,2016-08-24 00:00:00,IATD
GABRIEL LISBOA PERCHERON [46738],35.53999999999999,2016-05-10 00:00:00,_ASD
GABRIEL LISBOA PERCHERON [46738],2.5,2016-04-01 00:00:00,IATD
GABRIEL LISBOA PERCHERON [46738],22.5,2016-04-01 00:00:00,PELI
GABRIEL MERLO DE OLIVEIRA [65529],72,2024-06-19 00:00:00,ELET
GABRIEL MERLO DE OLIVEIRA [65529],38.91,2024-06-19 00:00:00,IATD
GABRIEL MUNIZ KASSICK [45552],18.24,2019-01-24 00:00:00,_EPI
GABRIEL MUNIZ KASSICK [45552],11.21,2015-10-27 00:00:00,ELET
GABRIEL OLIVEIRA DA SILVA [53393],2.86,2018-10-29 00:00:00,ELET
GABRIEL OLIVEIRA DA SILVA [53393],19.44,2018-10-29 00:00:00,REFL
GABRIEL OLIVEIRA MORAES - ME [49427],186.6,2019-08-06 00:00:00,IATD
GABRIEL OLIVEIRA MORAES - ME [49427],1271.6,2019-08-23 00:00:00,SATW
GABRIEL PETRY [56206],25,2019-11-27 00:00:00,_ASD
GABRIEL PETRY [56206],192.78,2019-11-27 00:00:00,IATD
GABRIEL PETRY [56206],17.75,2019-11-27 00:00:00,SIKA
GABRIEL RAMOS DA SILVA & CIA LTDA [64416],3.8,2023-10-19 00:00:00,ELET
GABRIEL RAMOS DA SILVA & CIA LTDA [64416],375.64,2025-03-13 00:00:00,IATD
GABRIEL RAMOS DA SILVA & CIA LTDA [64416],36,2023-10-19 00:00:00,SIKA
GABRIEL RODRIGUES BUENO [49501],41.9,2017-04-19 00:00:00,IATD
GABRIEL SANCHES [51075],4.9,2022-09-16 00:00:00,_PVC
GABRIEL SANCHES [51075],5,2022-09-16 00:00:00,FELT
GABRIEL SANCHES [51075],94.85,2023-12-22 00:00:00,IATD
GABRIEL SILVA TURLAJ [53143],100,2019-09-26 00:00:00,_OUT
GABRIEL SILVA TURLAJ [53143],231.42000000000002,2019-10-02 00:00:00,PAPE
GABRIEL SILVA TURLAJ [53143],36,2019-10-31 00:00:00,PSeI
GABRIEL VALENTINI SFFAIR [39432],185.36,2015-01-28 00:00:00,_OUT
GABRIEL VALENTINI SFFAIR [39432],40,2015-01-28 00:00:00,PSeI
GABRIEL VERCH CAVEDON [35262],6717.5,2021-04-08 00:00:00,_OUT
GABRIEL VERCH CAVEDON [35262],47.95,2013-01-04 00:00:00,ELET
GABRIEL VERCH CAVEDON [35262],97.19999999999999,2019-04-25 00:00:00,IATD
GABRIEL VERCH CAVEDON [35262],47,2018-04-10 00:00:00,PAPE
GABRIEL VERCH CAVEDON [35262],2265.5699999999997,2020-10-19 00:00:00,PSeI
GABRIEL VIANA ABAD 85224626072 [53038],33.31,2018-09-26 00:00:00,_CFM
GABRIEL VIANA ABAD 85224626072 [53038],128.22,2018-09-26 00:00:00,IATD
GABRIEL VIGNOCHI VIEGAS 03562463022 [61938],22.4,2022-07-13 00:00:00,_ASD
GABRIEL VIGNOCHI VIEGAS 03562463022 [61938],808.5799999999999,2022-07-14 00:00:00,IATD
GABRIEL WERLANG [44693],100,2017-01-20 00:00:00,_OUT
GABRIEL WERLANG [44693],11.75,2016-02-23 00:00:00,ELET
GABRIEL WERLANG [44693],37.1,2020-01-21 00:00:00,IATD
GABRIEL WERLANG [44693],375.48,2017-01-20 00:00:00,PSeI
GABRIEL ZORZETTO [49191],32,2017-03-01 00:00:00,IATD
GABRIELA DE CAMPOS DO AMARAL [65963],112.68,2024-09-10 00:00:00,PSeI
GABRIELA DE SOUZA NUNES [64961],62,2024-03-13 00:00:00,_OUT
GABRIELA DE SOUZA NUNES [64961],25.2,2024-03-13 00:00:00,PSeI
GABRIELA LOPES DE LIMA - ME [38594],188,2016-03-10 00:00:00,
GABRIELA LOPES DE LIMA - ME [38594],1378.7,2016-06-07 00:00:00,IATD
GABRIELA LOPES DE LIMA - ME [38594],2.9,2015-09-04 00:00:00,PSeI
GABRIELA M CAPILHEIRA [49116],49,2017-02-17 00:00:00,IATD
GABRIELA SCHAFFER TROIS EPP [61928],26.03,2022-07-14 00:00:00,PSeI
GABRIELA SILVEIRA LEITE DE MELLO [55296],27.7,2019-08-05 00:00:00,_ASD
GABRIELA SILVEIRA PORTELA [36452],45.21,2013-04-22 00:00:00,_OUT
GABRIELE DO AMARAL CUNHA [63078],30,2023-02-07 00:00:00,IATD
GABRIELLA VIEIRA BRAGA [38806],7,2015-01-06 00:00:00,_ASD
GABRIELLA VIEIRA BRAGA [38806],28.8,2015-01-06 00:00:00,_EPI
GAD CONSULTORIA E ASSESSORIA EM BRANDING E DESIGN [45903],39.5,2015-12-08 00:00:00,IATD
GADJ COMERCIO DE FERRAMENTAS LTDA [29794],534,2019-05-03 00:00:00,_ASD
GADJ COMERCIO DE FERRAMENTAS LTDA [29794],146,2013-01-09 00:00:00,AUTO
GADJ COMERCIO DE FERRAMENTAS LTDA [29794],3116.09,2022-06-22 00:00:00,IATD
GADJ COMERCIO DE FERRAMENTAS LTDA [29794],682,2017-11-28 00:00:00,PR3M
GADJ COMERCIO DE FERRAMENTAS LTDA [29794],260,2019-03-07 00:00:00,SATW
GAFOR S.A. [47916],1817.92,2016-08-31 00:00:00,IATD
GAIA IND. COM. DE TELAS DE PROJECAO DE IMAGEM LTDA [27911],575,2020-08-27 00:00:00,IATD
GAIA IND. COM. DE TELAS DE PROJECAO DE IMAGEM LTDA [27911],381.6,2017-02-22 00:00:00,PSeI
"GALA COM, IMP E EXP DE OBJETOS DE ARTE LTDA - EPP [42283]",111,2020-07-22 00:00:00,_OUT
"GALA COM, IMP E EXP DE OBJETOS DE ARTE LTDA - EPP [42283]",11,2016-09-15 00:00:00,PSeI
GALART COMERCIO DE MOLDURAS E ARTE EIRELI - ME [42572],177.84,2022-10-25 00:00:00,_OUT
GALART COMERCIO DE MOLDURAS E ARTE EIRELI - ME [42572],916.1299999999999,2018-11-30 00:00:00,IATD
GALART COMERCIO DE MOLDURAS E ARTE EIRELI - ME [42572],211.05,2021-04-09 00:00:00,PAPE
GALHARDO FERREIRA NUNES [41589],5,2014-08-27 00:00:00,
GALVANICA BERETTA LTDA  [52172],391,2018-10-17 00:00:00,_ASD
GALVANICA BERETTA LTDA  [52172],1496,2019-04-30 00:00:00,IATD
GALVANICA BERETTA LTDA  [52172],446.49,2018-05-08 00:00:00,PAPE
GALVANICA BERETTA LTDA  [52172],166.42,2022-12-15 00:00:00,PSeI
GAMA INDUSTRIA E COM DE PROD DE LIMPEZA LTDA - EPP [38458],275.2,2013-10-16 00:00:00,ELET
GAMA MOVEIS PARA ESCRITORIO E DECORACOES LTDA - ME [38278],5.5,2014-01-07 00:00:00,_ASD
GAMA MOVEIS PARA ESCRITORIO E DECORACOES LTDA - ME [38278],84,2014-01-07 00:00:00,_EPI
GAMA MOVEIS PARA ESCRITORIO E DECORACOES LTDA - ME [38278],342.94,2014-01-28 00:00:00,_OUT
GAMA MOVEIS PARA ESCRITORIO E DECORACOES LTDA - ME [38278],61.440000000000005,2013-11-22 00:00:00,ELET
GAMA MOVEIS PARA ESCRITORIO E DECORACOES LTDA - ME [38278],40,2013-11-22 00:00:00,FELT
GAMA MOVEIS PARA ESCRITORIO E DECORACOES LTDA - ME [38278],255,2014-01-07 00:00:00,IATD
GAMA MOVEIS PARA ESCRITORIO E DECORACOES LTDA - ME [38278],55.98,2014-03-25 00:00:00,OUT2
GARAGE COMUNICACAO VISUAL LTDA [31528],346.62,2013-06-06 00:00:00,IATD
GARAGEM DE MAQUINAS COM E INST DE ACESSORIOS E EQU [41796],66,2014-09-15 00:00:00,ELET
GARB SERVICOS E COMERCIO DE ELETRONICOS LTDA [64429],52.7,2023-10-20 00:00:00,IATD
GARBINOX IND. E COM. DE ARTEFATOS EM INOX LTDA [29316],350.5,2018-01-08 00:00:00,_ASD
GARBINOX IND. E COM. DE ARTEFATOS EM INOX LTDA [29316],52.6,2015-03-24 00:00:00,PSeI
GARBINOX IND. E COM. DE ARTEFATOS EM INOX LTDA [29316],45.5,2018-01-08 00:00:00,TAPT
GARCEZ & KLAUS LTDA - ME [38000],90.16,2013-09-13 00:00:00,IATD
GARCEZ & KLAUS LTDA - ME [38000],273,2013-09-13 00:00:00,OUT2
GARCIA & GARCIA ADVOGADOS ASSOCIADOS [45573],60,2015-10-29 00:00:00,IATD
GASANNE INDUSTRIA E COM IMPORTACAO E EXPORTACAO [38369],950,2013-10-10 00:00:00,IATD
GASPERIN COM DE MAT ELETR E INSTAL ELETR LTDA [36688],1055,2013-05-15 00:00:00,ELET
GASTECH MANUTENCOES INDUSTRIAIS LTDA [59960],2,2021-06-14 00:00:00,_ABR
GASTECH MANUTENCOES INDUSTRIAIS LTDA [59960],33.3,2021-10-04 00:00:00,_ASD
GASTECH MANUTENCOES INDUSTRIAIS LTDA [59960],191.19,2022-10-24 00:00:00,_OUT
GASTECH MANUTENCOES INDUSTRIAIS LTDA [59960],42.95,2022-10-24 00:00:00,AUTO
GASTECH MANUTENCOES INDUSTRIAIS LTDA [59960],5.45,2021-12-20 00:00:00,ELET
GASTECH MANUTENCOES INDUSTRIAIS LTDA [59960],67.8,2022-01-14 00:00:00,IATD
GASTECH MANUTENCOES INDUSTRIAIS LTDA [59960],16.14,2021-12-20 00:00:00,PSeI
GAUCHA METAIS LTDA - ME [37182],632.1599999999999,2016-03-07 00:00:00,IATD
GAUCHAFER DISTRIBUIDORA LTDA [25548],2,2020-10-07 00:00:00,AUTO
GAUCHAFER DISTRIBUIDORA LTDA [25548],2492.32,2020-08-13 00:00:00,IATD
GAUCHAFER DISTRIBUIDORA LTDA [25548],4006.97,2019-07-19 00:00:00,PSeI
GAUER E MULLER AGENCIA LOTERICA LTDA  [65341],331.79999999999995,2024-05-21 00:00:00,IATD
GAZZONI DISTRIBUIDORA DE PECAS LTDA [55758],391.35999999999996,2025-02-18 00:00:00,_OUT
GAZZONI DISTRIBUIDORA DE PECAS LTDA [55758],1535.68,2025-08-19 00:00:00,PAPE
GAZZONI DISTRIBUIDORA DE PECAS LTDA [55758],1125.1399999999999,2023-02-07 00:00:00,PSeI
GBF - IND E COM DE EQUIP INDUSTRIAIS  LTDA [51776],88.92,2021-05-18 00:00:00,_OUT
GBF - IND E COM DE EQUIP INDUSTRIAIS  LTDA [51776],2706.88,2021-10-15 00:00:00,IATD
GBT INDUSTRIA E COMERCIO DE EQUIPAMENTOS INDUSTRIA [28275],317.5,2020-06-01 00:00:00,IATD
GCN SISTEMAS DE HIGIENIZACAO LTDA [59490],1132.51,2023-05-17 00:00:00,IATD
GEAZI NEVES DA SILVA LTDA  [66552],6396.86,2025-09-03 00:00:00,FTAQ
GEAZI NEVES DA SILVA LTDA  [66552],97.36,2025-03-17 00:00:00,IATD
GELSO DIAS FARIAS [44672],1,2023-06-16 00:00:00,_PVC
GELSO DIAS FARIAS [44672],13.62,2021-05-12 00:00:00,ELET
GELSO DIAS FARIAS [44672],54.11,2022-01-25 00:00:00,IATD
GELSO DIAS FARIAS [44672],24.94,2019-10-30 00:00:00,PSeI
GELSO DIAS FARIAS [44672],56.1,2023-06-16 00:00:00,REFL
GELSO LUIS RODRIGUES [35128],48.96,2013-02-26 00:00:00,PSeI
GELSOMAR OTACILIO FLORES DE SOUZA [33273],7,2013-08-20 00:00:00,AUTO
GELSOMAR OTACILIO FLORES DE SOUZA [33273],55.5,2013-08-05 00:00:00,IATD
GELSOMAR OTACILIO FLORES DE SOUZA [33273],2.5,2013-08-05 00:00:00,PSeI
GELSON BRAGA NUNES [48468],3,2024-03-01 00:00:00,_ASD
GELSON BRAGA NUNES [48468],5.45,2021-05-27 00:00:00,ELET
GELSON BRAGA NUNES [48468],11.5,2016-11-07 00:00:00,IATD
GELSON DOS SANTOS [49326],150,2017-04-10 00:00:00,_OUT
GELSON DOS SANTOS [49326],129.72,2017-03-23 00:00:00,AUTO
GELSON DOS SANTOS [49326],57.6,2017-03-23 00:00:00,ELET
GELSON DOS SANTOS [49326],463.7,2017-04-10 00:00:00,IATD
GELSON DOS SANTOS [49326],600,2017-03-23 00:00:00,SATW
GELSON LUIS CASSANEGO [48226],70,2016-10-10 00:00:00,_ASD
GELSON RODRIGUES DE LIMA [53251],92.13,2018-10-10 00:00:00,IATD
GELVANI OKASZESKI MORSCH [64686],69.57,2023-12-11 00:00:00,IATD
GEMUEL ROSA DOS SANTOS [33302],38.5,2013-01-30 00:00:00,PSeI
GENECI INES PICININI [64573],95.47,2024-07-16 00:00:00,_OUT
GENECI INES PICININI [64573],2070.03,2025-03-20 00:00:00,IATD
GENECI INES PICININI [64573],9,2024-07-16 00:00:00,PSeI
GENECI INES PICININI [64573],218.5,2024-07-16 00:00:00,SIKA
GENERAL MOTORS DO BRASIL LTDA-GRAVATAI [27577],6544.1,2025-04-15 00:00:00,_ASD
GENERAL MOTORS DO BRASIL LTDA-GRAVATAI [27577],51.36,2019-02-20 00:00:00,_EPI
GENERAL MOTORS DO BRASIL LTDA-GRAVATAI [27577],3141.04,2015-04-01 00:00:00,AUTO
GENERAL MOTORS DO BRASIL LTDA-GRAVATAI [27577],58478.97,2021-02-11 00:00:00,IATD
GENERAL MOTORS DO BRASIL LTDA-GRAVATAI [27577],474.72,2019-12-05 00:00:00,OUT2
GENERINO DE JESUS ZEFERINO [35948],17.72,2019-09-30 00:00:00,_ABR
GENERINO DE JESUS ZEFERINO [35948],8.36,2019-09-30 00:00:00,_ASD
GENERINO DE JESUS ZEFERINO [35948],48.69,2014-02-14 00:00:00,_OUT
GENERINO DE JESUS ZEFERINO [35948],262.83000000000004,2021-05-14 00:00:00,IATD
GENERINO DE JESUS ZEFERINO [35948],40,2013-03-27 00:00:00,PSeI
GENESIO JORGE KOTLEWSKI E CIA LTDA. [38835],224,2025-06-06 00:00:00,IATD
GENESIO JORGE KOTLEWSKI E CIA LTDA. [38835],80.3,2025-06-06 00:00:00,PSeI
GENIAL PRODUTOS PARA LIMPEZA  LTDA [34662],375.44,2015-04-06 00:00:00,PSeI
GENICLER CANAL [59602],123.8,2021-04-12 00:00:00,_ASD
GENILSON PICHUR [66223],132,2024-11-05 00:00:00,IATD
GENNARO GUERRA SILVA [36825],7.26,2013-05-23 00:00:00,AUTO
GENOVA MARIA PULZ [62965],314.97,2023-01-27 00:00:00,IATD
GENOVA MARIA PULZ [62965],340,2023-01-27 00:00:00,TAPT
GEOMAR LEMOS DOS SANTOS [36678],16,2016-08-19 00:00:00,IATD
GEOMAR LEMOS DOS SANTOS [36678],55.85,2013-05-13 00:00:00,PSeI
GEOPEL COM DE MAT ESC HIG LIMP E ALIM LTDA [28461],1536,2025-07-17 00:00:00,_ASD
GEOPEL COM DE MAT ESC HIG LIMP E ALIM LTDA [28461],72,2025-05-07 00:00:00,IATD
GEOPEL COM DE MAT ESC HIG LIMP E ALIM LTDA [28461],1143.9,2025-04-08 00:00:00,PSeI
GEORGE ALVARES FUHRMEISTER [48597],50,2016-11-25 00:00:00,_OUT
GEORGE ALVARES FUHRMEISTER [48597],5.5,2016-11-25 00:00:00,PSeI
GEORGE DEWES [45265],11.76,2015-09-25 00:00:00,ELET
GEORGE DEWES [45265],95.8,2015-09-25 00:00:00,IATD
GEORGE LUIS KOELZER [45117],94.2,2015-09-10 00:00:00,PSeI
GEORGE PERES DE OLIVEIRA [65026],38,2024-03-11 00:00:00,IATD
GEORGEOS CARPEGGIANI DE LEMA [61409],16.1,2022-03-24 00:00:00,_PVC
GEORGI MACEDO BARRETO [67197],113.68,2025-06-24 00:00:00,IATD
GEOVANE DA SILVA [40848],51.43,2014-06-11 00:00:00,_OUT
GEOVANI LUIS VOGT FÍSICO [51495],2836,2018-01-19 00:00:00,IATD
GEPACON LTDA [54838],739.1,2021-02-26 00:00:00,IATD
GERALDINE WILHELMS [48831],17,2017-05-26 00:00:00,
GERALDINE WILHELMS [48831],6.03,2017-05-26 00:00:00,ELET
GERALDINE WILHELMS [48831],110.5,2017-01-13 00:00:00,SATW
GERALDO PEREIRA LOPES [55740],16.5,2019-10-08 00:00:00,_ASD
GERALDO PEREIRA LOPES [55740],6,2019-10-08 00:00:00,ELET
GERALDO PEREIRA LOPES [55740],6.64,2019-10-08 00:00:00,IATD
GERALDO PEREIRA LOPES [55740],3.7,2019-10-08 00:00:00,PSeI
GERALDO ROBERTO ARAUJO VOELCKER [45429],390.6,2018-05-10 00:00:00,_ASD
GERALDO ROBERTO ARAUJO VOELCKER [45429],83,2018-05-10 00:00:00,_EPI
GERALDO ROBERTO ARAUJO VOELCKER [45429],50,2017-08-24 00:00:00,_OUT
GERALDO ROBERTO ARAUJO VOELCKER [45429],36.56,2016-03-02 00:00:00,ELET
GERALDO ROBERTO ARAUJO VOELCKER [45429],206.14999999999998,2019-03-12 00:00:00,IATD
GERALDO ROBERTO ARAUJO VOELCKER [45429],297.33,2019-03-12 00:00:00,PAPE
GERALDO ROBERTO ARAUJO VOELCKER [45429],13,2016-06-16 00:00:00,PSeI
GERALDO ROBERTO ARAUJO VOELCKER [45429],45.45,2016-06-01 00:00:00,TAPT
GERAPLASTIC IND E COM  DE PEC PLASTICAS LTDA-ME [36739],373.45,2014-01-17 00:00:00,PSeI
GERDAU ACOS ESPECIAIS S.A - CHARQUEADAS [28413],711.9000000000001,2015-03-17 00:00:00,IATD
GERDAU ACOS ESPECIAIS S.A - CHARQUEADAS [28413],4314.24,2016-12-21 00:00:00,PSeI
GERDAU ACOS LONGOS S/A - SAPUCAIA DO SUL [30402],279.75,2014-12-02 00:00:00,IATD
GERDAU ACOS LONGOS S/A - SAPUCAIA DO SUL [30402],6443.85,2013-12-10 00:00:00,PSeI
GERDAU S.A. CHARQUEADAS [52404],7755.84,2025-07-28 00:00:00,PSeI
GERET DISTRIBUICAO LTDA [64627],2586,2024-08-14 00:00:00,PSeI
GERHARD LEDUR [37042],4.8,2014-04-15 00:00:00,_EPI
GERHARD LEDUR [37042],797,2018-01-17 00:00:00,TAPT
GERMANO ROLAND KISCHKEL [45810],85.35,2015-11-27 00:00:00,_ASD
GERMANO ROLAND KISCHKEL [45810],45,2015-11-27 00:00:00,IATD
GERMANY IND E COM DE ROLAMENTOS E COMPONENTES LTDA [44665],100,2015-08-11 00:00:00,_OUT
GERMANY IND E COM DE ROLAMENTOS E COMPONENTES LTDA [44665],693.01,2016-06-07 00:00:00,IATD
GERMANY IND E COM DE ROLAMENTOS E COMPONENTES LTDA [44665],1906.74,2023-07-04 00:00:00,PSeI
GERONIMO ROQUE BERTOLDO [61806],47.16,2022-06-15 00:00:00,IATD
GERRI ADRIANE SANTOS [52683],508.81999999999994,2018-10-29 00:00:00,IATD
GERRI ADRIANE SANTOS [52683],33.48,2018-10-15 00:00:00,PSeI
GERSON ANTONIO COSTI [45961],470.28000000000003,2016-10-17 00:00:00,IATD
GERSON ANTONIO COSTI [45961],45.45,2016-07-06 00:00:00,TAPT
GERSON BARROS ZANDONAI [40581],35,2014-05-15 00:00:00,IATD
GERSON DA SILVA OLIVEIRA [65874],50,2024-08-23 00:00:00,IATD
GERSON DE ALMEIDA LEMOS [49460],30,2017-04-10 00:00:00,IATD
GERSON DE OLIVEIRA VOLKMER [33061],5,2017-03-30 00:00:00,_CFM
GERSON DE OLIVEIRA VOLKMER [33061],350,2019-10-09 00:00:00,_OUT
GERSON DE OLIVEIRA VOLKMER [33061],25.92,2019-10-09 00:00:00,ELET
GERSON DE OLIVEIRA VOLKMER [33061],747.49,2019-10-09 00:00:00,IATD
GERSON DE OLIVEIRA VOLKMER [33061],39.84,2018-01-15 00:00:00,PAPE
GERSON DE OLIVEIRA VOLKMER [33061],237.6,2019-10-09 00:00:00,PSeI
GERSON GARCIA [41326],10,2022-06-03 00:00:00,IATD
GERSON GONCALVES FRANCA [45352],345.26,2023-07-14 00:00:00,_OUT
GERSON GONCALVES FRANCA [45352],48.55,2023-07-14 00:00:00,PSeI
GERSON JEAN LIVINO DA SILVA  [66742],41.7,2025-03-12 00:00:00,IATD
GERSON KRZIMINSKI [44483],10,2016-08-26 00:00:00,
GERSON KRZIMINSKI [44483],15,2024-03-22 00:00:00,_ASD
GERSON KRZIMINSKI [44483],13.8,2024-03-22 00:00:00,_PVC
GERSON KRZIMINSKI [44483],33.5,2023-03-16 00:00:00,IATD
GERSON LUIS SANTOS COSME [40445],51.32,2014-09-09 00:00:00,_OUT
GERSON LUIS SANTOS COSME [40445],230.3,2017-05-04 00:00:00,ELET
GERSON LUIS SANTOS COSME [40445],79.8,2017-06-01 00:00:00,IATD
GERSON LUIS SANTOS COSME [40445],438.7,2017-02-16 00:00:00,REFL
GERSON LUIS SILVEIRA DORNELES [48351],32.5,2016-10-24 00:00:00,REFL
GERSON LUIS SOUZA SANTOS [60938],25.2,2021-12-10 00:00:00,IATD
GERSON LUIZ KOCHENBORGER [35726],220.05,2013-03-08 00:00:00,_ASD
GERSON LUIZ LIPERT MONTEIRO [36523],477,2015-11-24 00:00:00,
GERSON LUIZ LIPERT MONTEIRO [36523],8,2015-11-24 00:00:00,_ASD
GERSON LUIZ LIPERT MONTEIRO [36523],73.54,2017-01-20 00:00:00,_EPI
GERSON LUIZ LIPERT MONTEIRO [36523],8.9,2015-08-21 00:00:00,_EVA
GERSON LUIZ LIPERT MONTEIRO [36523],422.5,2017-11-01 00:00:00,_OUT
GERSON LUIZ LIPERT MONTEIRO [36523],8.2,2015-08-21 00:00:00,_PVC
